iso_partner,partner_jurisdiction,net_bn,reported_bn,etr,etr_pct,role
NLD,Netherlands,215.00436393201508,460.3564697343816,0.07781289544638086,7.781289544638086,winner_haven
SWE,Sweden,102.91159030607965,368.6490401048522,0.10160741239526835,10.160741239526835,winner_haven
LUX,Luxembourg,98.91613691249312,71.00863286993616,0.029678447842830972,2.967844784283097,winner_haven
DNK,Denmark,98.22596145503232,266.3115362050201,0.111615583555342,11.1615583555342,winner_haven
MLT,Malta,20.968356420995434,36.46430178733001,0.031626360527869574,3.1626360527869575,winner_haven
FIN,Finland,17.241637901635162,98.39640021509275,0.12121107254972618,12.121107254972618,winner_haven
AUT,Austria,13.547429729709616,158.16408741944713,0.10367293820249553,10.367293820249552,winner_haven
IRL,Ireland,8.058486375202646,54.905795230309074,0.11072926892105953,11.072926892105952,winner_haven
PRT,Portugal,2.777814944774666,65.7125329054086,0.10026252284178562,10.026252284178563,winner_haven
SVK,Slovak Republic,2.192667194599567,39.773228397628614,0.1063003845659948,10.63003845659948,winner_haven
BGR,Bulgaria,0.6864115788467979,17.023258161320552,0.08557454118348207,8.557454118348208,winner_haven
LVA,Latvia,-1.3143534870771183,30.73853800912864,0.05290399066988495,5.2903990669884955,loser_victim
SVN,Slovenia,-1.456340152613978,9.599733306638516,0.24856614818454428,24.856614818454428,loser_victim
LTU,Lithuania,-2.2101974384174636,7.144229698777839,0.08993030731855108,8.993030731855107,loser_victim
HUN,Hungary,-3.180771810553085,39.33596588251597,0.1436894235857327,14.36894235857327,loser_victim
GRC,Greece,-3.991052103537796,14.637513677838179,0.1549830506178514,15.498305061785139,loser_victim
HRV,Croatia,-5.505822562999688,46.03965955991954,0.15187483919900657,15.187483919900657,loser_victim
CZE,Czechia,-7.06010106365949,78.79956850176387,0.16121997587245832,16.121997587245833,loser_victim
EST,Estonia,-11.701276713177233,4.579895833008206,0.07875545615669886,7.875545615669886,loser_victim
CYP,Cyprus,-13.210045463173268,6.350371022265167,0.027944864062540813,2.794486406254081,loser_victim
ROU,Romania,-19.95523657644466,45.36670661211763,0.14280536869128732,14.280536869128731,loser_victim
ESP,Spain,-26.058878909966772,316.50478892205643,0.13396742262672895,13.396742262672895,loser_victim
POL,Poland,-37.87853692807448,115.88911505020285,0.18281761681702371,18.28176168170237,loser_victim
ITA,Italy,-42.132970079072344,410.8581484095159,0.17240738270392145,17.240738270392146,loser_victim
DEU,Germany,-115.65249284681177,1076.5978037108434,0.15528647277209534,15.528647277209535,loser_victim
FRA,France,-125.98004261457037,741.7452064129807,0.1784400198020652,17.84400198020652,loser_victim
BEL,Belgium,-213.5057829081511,152.71181532547863,0.17383767193561023,17.383767193561024,loser_victim
